Num;Décision;Mention;DICT;QSION;RDACT;MATHS;HGEO;ANGL;SVT;SCPHY;ECM;EPS;DS_EN;LGFAC;Tot;sexe;age;etablissement
108;;;;;;;;;;;;;;;0;F;19;CEG TABLIGBO-VILLE I
117;;;;;;;;;;;;;;;0;F;16;LYCEE DE TOGOVILLE
200000;ADM;PASS;0;6;11;8;13;9;14;11;11;15;;18;170;M;21;CS CHRIST ROI
200001;AJ;;0;10;10;4;7;5;6;5;7;13;;14;105;F;18;CS CHRIST ROI
200002;AJ;;0;7;11;3;13;10;8;5;8;13;;15;131;M;19;CS CHRIST ROI
200003;ADM;PASS;0;15;13;11;15;6;11;16;12;13;;18;191;F;15;CPL LA PASSERELLE
200004;AJ;;0;5;9;5;8;5;11;8;6;12;;8;111;F;21;CS CHRIST ROI
200005;AJ;;0;2;12;1;13;3;9;6;8;11;;14;111;F;19;LYCEE ANEHO VILLE
200006;AJ;;0;5;10;10;16;6;8;11;8;13;9;;146;M;16;LYCEE ANEHO VILLE
200007;AJ;;6;7;9;2;15;5;9;7;6;15;;16;129;F;16;LYCEE ANEHO VILLE
200008;AJ;;0;11;12;6;14;5;11;10;8;10;6;;143;F;15;LYCEE ANEHO VILLE
200009;ADM;BIEN;10;10;10;18;19;12;19;18;13;12;;18;245;M;14;CPL LA PASSERELLE
200010;ADM;PASS;6;12;12;5;18;6;15;14;10;11;10;;179;M;13;COLLEGE SACRE-COEUR ADJIDO
200011;AJ;;0;5;8;3;13;4;9;6;10;15;12;;118;M;17;COLLEGE PROTESTANT ANEHO
200012;ADM;PASS;7;7;10;4;16;9;13;13;7;14;10;;162;F;16;COLLEGE SACRE-COEUR ADJIDO
200013;AJ;;14;16;9;4;13;6;11;4;10;10;5;;144;F;17;COLLEGE PROTESTANT ANEHO
200014;AJ;;0;4;8;5;8;6;7;7;9;13;;15;112;F;20;CPL LA PASSERELLE
200015;AJ;;0;10;9;9;17;4;9;11;6;12;;16;147;F;22;CPL LA PASSERELLE
200016;ADM;PASS;0;8;10;10;15;7;15;16;9;13;12;;177;M;17;CPL LA PASSERELLE
200017;AJ;;2;11;10;4;14;9;13;6;10;10;13;;148;F;17;COLLEGE PROTESTANT ANEHO
200018;ADM;PASS;8;8;12;2;18;9;16;6;9;13;8;;163;M;14;COLLEGE SACRE-COEUR ADJIDO
200019;ADM;PASS;0;8;10;7;16;15;8;12;7;10;;17;163;F;14;LYCEE ANEHO VILLE
200020;AJ;;0;4;9;3;13;7;9;4;5;14;3;;108;M;19;COLLEGE PROTESTANT ANEHO
200021;ADM;PASS;0;8;8;10;17;10;14;11;10;15;;;173;F;20;LYCEE ANEHO VILLE
200022;ADM;PASS;0;9;10;6;16;7;14;15;10;15;;18;175;F;17;LYCEE ANEHO VILLE
200023;AJ;;0;6;9;2;15;7;10;9;9;15;;15;138;M;17;LYCEE ANEHO VILLE
200024;ADM;PASS;7;11;14;6;17;8;14;8;9;11;;16;176;F;16;COLLEGE SACRE-COEUR ADJIDO
200025;ADM;PASS;0;7;11;9;17;8;13;11;11;15;;15;177;F;20;LYCEE ANEHO VILLE
200026;AJ;;0;6;12;5;13;7;14;8;5;13;;14;141;F;19;COLLEGE SACRE-COEUR ADJIDO
200027;ADM;BIEN;20;17;15;10;16;17;16;17;12;14;7;;247;F;14;COLLEGE PROTESTANT ANEHO
200028;AJ;;0;6;11;3;15;9;13;5;7;15;14;;141;M;19;COLLEGE SACRE-COEUR ADJIDO
200029;ADM;PASS;1;4;10;9;14;9;15;8;8;14;;15;160;M;14;LYCEE ANEHO VILLE
200030;ADM;ABIEN;5;6;13;14;14;12;17;12;12;13;14;;206;F;15;COLLEGE PROTESTANT ANEHO
200031;ADM;PASS;1;9;12;11;15;5;11;9;8;15;;13;160;F;22;CPL LA PASSERELLE
200032;ADM;PASS;6;11;9;8;14;6;10;11;10;12;;17;160;M;16;CPL LA PASSERELLE
200033;ADM;PASS;8;16;13;2;19;10;17;10;10;13;11;;190;M;16;COLLEGE SACRE-COEUR ADJIDO
200034;ADM;PASS;0;9;12;6;18;5;16;10;8;14;12;;165;M;20;COLLEGE PROTESTANT ANEHO
200035;AJ;;0;2;9;1;7;5;4;1;4;15;;14;73;F;21;CS CHRIST ROI
200036;AJ;;0;7;8;2;9;3;9;6;5;11;;15;97;M;19;CS CHRIST ROI
200037;ADM;PASS;0;12;10;8;13;12;13;9;14;14;9;;174;F;17;COLLEGE PROTESTANT ANEHO
200038;AJ;;0;8;10;6;14;7;12;7;10;13;;13;146;F;15;COLLEGE SACRE-COEUR ADJIDO
200039;AJ;;6;7;12;9;14;6;8;6;10;14;;11;148;M;17;CS CHRIST ROI
200040;AJ;;0;6;9;6;11;10;9;7;9;15;;16;138;M;17;CS CHRIST ROI
200041;AJ;;0;9;12;2;8;7;4;6;4;14;9;;99;F;16;COLLEGE PROTESTANT ANEHO
200042;AJ;;0;3;10;1;10;4;4;5;6;13;;8;86;M;17;CS CHRIST ROI
200043;AJ;;10;7;12;4;16;8;9;7;7;13;;14;150;M;15;COLLEGE SACRE-COEUR ADJIDO
200044;AJ;;5;9;12;6;10;6;11;7;6;10;12;;132;M;17;COLLEGE PROTESTANT ANEHO
200045;ADM;ABIEN;6;11;12;8;16;15;13;14;9;12;14;;197;M;15;COLLEGE PROTESTANT ANEHO
200046;ADM;PASS;0;11;12;7;17;9;14;12;8;15;;16;179;M;22;LYCEE ANEHO VILLE
200047;AJ;;3;8;10;1;13;7;7;5;7;0;;16;116;M;16;LYCEE ANEHO VILLE
200048;ADM;PASS;1;12;15;7;14;6;12;10;8;11;;17;163;F;14;CPL LA PASSERELLE
200049;AJ;;0;5;12;6;14;5;6;9;12;14;;15;142;M;18;LYCEE ANEHO VILLE
200050;ADM;PASS;0;8;14;5;15;13;14;14;7;13;;18;180;F;15;COLLEGE SACRE-COEUR ADJIDO
200051;ADM;ABIEN;0;11;11;12;14;6;17;18;9;15;;15;195;F;16;CPL LA PASSERELLE
200052;AJ;;0;4;8;2;8;6;8;6;7;12;;14;100;F;19;CPL LA PASSERELLE
200053;AJ;;0;2;9;4;6;6;5;3;5;14;6;;82;M;14;CPL LA PASSERELLE
200054;AJ;;5;14;12;5;12;8;11;7;8;12;;;147;F;14;COLLEGE SACRE-COEUR ADJIDO
200055;AJ;;0;6;9;3;6;7;4;2;6;13;4;;83;F;18;COLLEGE PROTESTANT ANEHO
200056;AJ;;0;5;9;6;11;5;11;7;9;11;;13;125;F;15;CPL LA PASSERELLE
200057;AJ;;2;10;12;5;10;11;9;8;9;15;;16;150;F;14;CS CHRIST ROI
200058;AJ;;0;3;12;1;12;10;12;11;9;13;;15;145;M;14;COLLEGE SACRE-COEUR ADJIDO
200059;AJ;;0;3;8;6;12;7;9;7;9;13;;15;127;F;17;CPL LA PASSERELLE
200060;ADM;PASS;1;7;11;10;14;10;9;7;11;13;;16;160;M;16;LYCEE ANEHO VILLE
200061;AJ;;0;4;8;10;11;7;13;11;12;10;10;;148;M;17;CPL LA PASSERELLE
200062;AJ;;0;9;9;6;15;5;11;8;13;10;;18;148;F;19;LYCEE ANEHO VILLE
200063;ADM;ABIEN;0;8;10;15;14;6;15;17;15;15;;15;202;M;17;LYCEE ANEHO VILLE
200064;AJ;;0;7;10;2;8;3;7;3;5;13;;14;90;F;17;CS CHRIST ROI
200065;AJ;;0;3;9;7;9;6;8;7;6;10;8;;107;F;20;COLLEGE PROTESTANT ANEHO
200066;AJ;;7;5;10;4;12;8;9;10;13;10;;15;149;M;16;CPL LA PASSERELLE
200067;AJ;;0;3;10;8;7;8;13;8;6;13;;13;129;F;17;CPL LA PASSERELLE
200068;ADM;PASS;1;4;12;7;11;8;16;9;12;10;15;;160;F;18;COLLEGE PROTESTANT ANEHO
200069;ADM;ABIEN;14;12;12;4;16;9;14;12;16;11;10;;193;M;14;COLLEGE SACRE-COEUR ADJIDO
200070;ADM;PASS;1;6;11;6;16;8;12;10;10;12;;15;160;M;18;LYCEE ANEHO VILLE
200071;AJ;;0;5;10;3;13;7;11;7;9;15;13;;133;M;25;COLLEGE PROTESTANT ANEHO
200072;ADM;PASS;1;7;10;9;13;7;11;13;10;12;14;;160;F;17;CPL LA PASSERELLE
200073;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;F;16;COLLEGE SACRE-COEUR ADJIDO
200074;AJ;;0;7;10;8;13;6;11;4;7;14;;14;133;F;18;CPL LA PASSERELLE
200075;AJ;;0;8;13;7;12;7;9;3;7;14;;12;130;F;16;CS CHRIST ROI
200076;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;F;29;COLLEGE PROTESTANT ANEHO
200077;ADM;ABIEN;16;9;14;10;17;17;13;13;9;11;14;;216;M;13;COLLEGE PROTESTANT ANEHO
200078;ADM;PASS;12;9;14;5;17;10;15;11;8;11;;16;187;F;16;COLLEGE SACRE-COEUR ADJIDO
200079;ADM;PASS;2;10;12;9;13;8;15;10;9;14;;12;170;F;20;CPL LA PASSERELLE
200080;AJ;;0;7;10;7;14;7;12;6;11;13;6;;144;F;18;CPL LA PASSERELLE
200081;AJ;;0;8;11;7;10;6;9;7;3;13;;11;118;F;19;CS CHRIST ROI
200082;AJ;;0;5;11;8;12;5;11;8;9;14;5;;137;M;16;CPL LA PASSERELLE
200083;AJ;;0;8;12;3;13;8;6;4;12;15;;18;134;M;14;CS CHRIST ROI
200084;AJ;;0;5;11;5;15;9;10;8;8;10;;14;141;F;18;LYCEE ANEHO VILLE
200085;AJ;;0;11;8;4;15;9;11;9;6;15;;15;145;M;15;LYCEE ANEHO VILLE
200086;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;F;23;CPL LA PASSERELLE
200087;ADM;PASS;0;8;11;6;15;17;12;10;11;10;9;;172;F;16;COLLEGE PROTESTANT ANEHO
200088;AJ;;0;7;11;4;10;6;7;5;7;11;;15;113;F;24;LYCEE ANEHO VILLE
200089;AJ;;0;3;11;4;9;4;10;9;6;13;;13;115;F;21;LYCEE ANEHO VILLE
200090;AJ;;0;6;10;4;14;6;11;12;9;15;;13;146;M;18;LYCEE ANEHO VILLE
200091;AJ;;0;7;13;3;15;6;13;8;8;14;;12;145;M;16;LYCEE ANEHO VILLE
200092;AJ;;0;6;10;3;12;8;12;9;10;12;;18;141;F;16;LYCEE ANEHO VILLE
200093;ADM;PASS;0;11;13;11;16;8;15;12;14;10;;12;191;F;17;LYCEE ANEHO VILLE
200094;ADM;PASS;1;7;12;10;13;9;12;8;12;10;4;;160;M;16;CPL LA PASSERELLE
200095;AJ;;0;4;12;3;14;7;9;9;6;10;;14;128;F;15;LYCEE ANEHO VILLE
200096;AJ;;0;9;12;5;8;9;7;7;8;12;;16;128;F;16;CS CHRIST ROI
200097;AJ;;0;8;11;4;13;5;12;9;9;14;;13;141;M;16;COLLEGE SACRE-COEUR ADJIDO
200098;AJ;;0;8;12;4;11;5;13;10;7;15;;19;142;F;16;CS CHRIST ROI
200099;AJ;;0;11;12;2;7;11;10;2;9;10;11;;118;M;23;COLLEGE PROTESTANT ANEHO
200100;AJ;;0;1;9;6;14;7;14;8;7;10;11;;132;F;21;LYCEE ANEHO VILLE
200101;ADM;ABIEN;14;8;15;10;18;7;19;15;11;10;;19;217;F;15;COLLEGE SACRE-COEUR ADJIDO
200102;ADM;ABIEN;19;14;10;4;18;11;18;13;15;15;16;;221;M;15;COLLEGE SACRE-COEUR ADJIDO
200103;ADM;PASS;4;7;11;9;13;8;12;12;8;11;12;;160;M;19;COLLEGE PROTESTANT ANEHO
200104;ADM;PASS;0;8;11;13;15;10;12;17;9;13;;5;185;M;14;LYCEE ANEHO VILLE
200105;AJ;;0;3;8;8;14;5;8;10;8;15;;7;130;M;19;LYCEE ANEHO VILLE
200106;ADM;TBIEN;18;14;15;16;17;13;18;19;13;15;;12;261;M;13;COLLEGE SACRE-COEUR ADJIDO
200107;ADM;PASS;6;9;9;10;13;8;12;10;7;13;;14;160;F;15;CS CHRIST ROI
200108;ADM;PASS;12;7;9;1;15;11;14;10;9;11;13;;161;M;15;COLLEGE SACRE-COEUR ADJIDO
200109;ADM;PASS;0;11;12;6;17;8;14;12;13;10;;16;180;M;14;LYCEE ANEHO VILLE
200110;AJ;;0;7;11;6;15;6;6;7;6;11;16;;127;F;15;COLLEGE PROTESTANT ANEHO
200111;AJ;;0;4;10;2;13;8;11;8;7;15;6;;127;M;21;COLLEGE PROTESTANT ANEHO
200112;AJ;;0;2;9;1;4;7;5;3;3;12;6;;68;F;20;COLLEGE PROTESTANT ANEHO
200113;ADM;PASS;8;7;8;6;14;7;14;10;12;14;6;;161;M;19;CPL LA PASSERELLE
200114;AJ;;0;7;10;3;9;4;6;3;5;12;7;;89;M;17;COLLEGE PROTESTANT ANEHO
200115;AJ;;0;6;10;3;8;6;11;4;7;11;11;;106;F;16;COLLEGE PROTESTANT ANEHO
200116;ADM;ABIEN;4;11;13;12;16;8;12;15;13;15;;17;203;M;15;LYCEE ANEHO VILLE
200117;ADM;PASS;7;8;10;5;17;7;15;14;13;10;12;;179;F;21;LYCEE ANEHO VILLE
200118;AJ;;0;8;9;7;13;8;14;8;9;10;13;;147;M;16;COLLEGE PROTESTANT ANEHO
200119;AJ;;0;2;11;5;11;6;10;6;7;15;;14;123;F;20;LYCEE ANEHO VILLE
200120;ADM;ABIEN;12;10;12;12;14;11;15;18;8;11;;17;208;F;14;COLLEGE SACRE-COEUR ADJIDO
200121;AJ;;0;4;8;2;8;8;7;1;5;0;;10;82;M;19;CS CHRIST ROI
200122;ADM;PASS;1;10;9;7;15;9;11;10;12;12;11;;160;M;15;COLLEGE PROTESTANT ANEHO
200123;AJ;;0;10;10;9;15;6;11;7;7;15;13;;148;M;15;CPL LA PASSERELLE
200124;AJ;;0;2;11;4;10;5;8;5;7;13;;14;109;F;23;CPL LA PASSERELLE
200125;ADM;PASS;0;6;14;9;18;8;18;10;10;10;;15;185;M;15;COLLEGE SACRE-COEUR ADJIDO
200126;AJ;;4;13;11;9;6;7;10;5;13;14;;14;147;F;17;CS CHRIST ROI
200127;ADM;BIEN;11;14;15;9;19;12;16;18;16;14;14;;243;M;14;COLLEGE SACRE-COEUR ADJIDO
200128;AJ;;0;4;9;5;11;5;11;6;5;12;7;;110;M;14;CPL LA PASSERELLE
200129;ADM;PASS;1;8;9;7;14;8;15;10;11;10;13;;160;M;16;COLLEGE PROTESTANT ANEHO
200130;AJ;;0;7;10;4;10;7;10;8;5;13;;18;123;F;16;CPL LA PASSERELLE
200131;ADM;PASS;1;10;11;7;17;7;10;9;11;13;12;;160;M;17;COLLEGE PROTESTANT ANEHO
200132;ADM;ABIEN;2;9;11;12;16;9;17;12;14;13;15;;201;M;17;CPL LA PASSERELLE
200133;AJ;;4;8;10;5;15;6;15;6;6;12;4;;140;F;14;COLLEGE SACRE-COEUR ADJIDO
200134;ADM;ABIEN;7;10;12;12;18;12;16;14;11;12;15;;214;F;14;COLLEGE SACRE-COEUR ADJIDO
200135;ADM;PASS;11;6;10;9;17;10;12;7;11;14;12;;175;F;15;COLLEGE SACRE-COEUR ADJIDO
200136;ADM;ABIEN;2;12;9;13;16;11;18;16;12;12;8;;206;M;15;COLLEGE SACRE-COEUR ADJIDO
200137;AJ;;0;9;8;4;16;8;8;6;9;15;;0;132;M;17;LYCEE ANEHO VILLE
200138;ADM;PASS;0;9;9;11;13;8;13;13;11;14;;14;173;M;19;CS CHRIST ROI
200139;AJ;;0;8;10;4;12;4;4;4;7;12;11;;101;F;17;COLLEGE PROTESTANT ANEHO
200140;ADM;PASS;1;8;11;8;13;9;13;9;10;11;14;;160;M;15;COLLEGE PROTESTANT ANEHO
200141;ADM;PASS;0;12;10;9;16;9;15;16;12;10;13;;189;M;15;COLLEGE PROTESTANT ANEHO
200142;AJ;;0;4;10;7;12;4;11;11;12;14;14;;146;F;16;COLLEGE PROTESTANT ANEHO
200143;AJ;;0;4;8;3;11;9;9;7;13;12;;15;131;M;19;LYCEE ANEHO VILLE
200144;ADM;PASS;2;5;10;8;14;7;12;11;12;15;10;;160;M;23;COLLEGE PROTESTANT ANEHO
200145;ADM;BIEN;20;14;13;16;18;12;16;18;10;15;18;;250;F;15;COLLEGE SACRE-COEUR ADJIDO
200146;ADM;ABIEN;20;11;14;8;17;14;17;12;12;11;11;;221;M;14;COLLEGE SACRE-COEUR ADJIDO
200147;AJ;;0;5;9;7;13;8;11;7;10;15;5;;140;F;20;COLLEGE PROTESTANT ANEHO
200148;AJ;;0;11;11;5;11;8;4;6;7;11;;15;121;F;19;CPL LA PASSERELLE
200149;AJ;;0;4;8;5;11;6;7;7;6;13;;15;112;F;17;CPL LA PASSERELLE
200150;ADM;BIEN;13;14;11;9;18;16;17;16;12;11;11;;227;F;14;COLLEGE PROTESTANT ANEHO
200151;AJ;;0;7;9;1;12;3;7;2;6;12;9;;89;F;17;COLLEGE PROTESTANT ANEHO
200152;AJ;;0;4;10;6;11;7;12;6;7;14;;11;127;M;16;CS CHRIST ROI
200153;ADM;PASS;6;12;9;7;15;7;10;11;11;15;11;;164;F;14;COLLEGE PROTESTANT ANEHO
200154;ADM;PASS;1;9;8;11;16;5;16;9;6;15;;13;160;M;19;CPL LA PASSERELLE
200155;ADM;PASS;8;8;8;10;16;8;14;8;13;13;;14;177;M;16;LYCEE ANEHO VILLE
200156;ADM;PASS;0;5;8;10;16;5;14;15;12;15;;13;173;M;18;LYCEE ANEHO VILLE
200157;ADM;PASS;7;9;11;8;15;7;15;12;7;0;;11;167;F;15;CPL LA PASSERELLE
200158;ADM;PASS;0;9;14;4;17;7;14;9;10;15;;16;169;M;17;LYCEE ANEHO VILLE
200159;AJ;;0;3;9;2;9;4;9;2;6;13;;13;91;F;15;CS CHRIST ROI
200160;ADM;PASS;10;10;13;4;15;14;14;5;5;10;10;;160;F;14;COLLEGE SACRE-COEUR ADJIDO
200161;ADM;TBIEN;11;19;15;18;20;17;19;18;16;10;18;;281;M;14;COLLEGE PROTESTANT ANEHO
200162;ADM;PASS;0;10;11;7;15;6;16;9;9;15;9;;161;M;20;COLLEGE PROTESTANT ANEHO
200163;AJ;;5;5;8;4;11;14;12;6;3;12;8;;128;M;14;COLLEGE PROTESTANT ANEHO
200164;ADM;PASS;10;11;10;13;14;7;14;12;6;14;;18;182;M;14;CS CHRIST ROI
200165;ADM;PASS;0;9;11;5;18;5;14;12;11;14;;0;165;M;18;LYCEE ANEHO VILLE
200166;ADM;PASS;1;10;11;5;18;11;14;8;5;14;12;;161;M;16;COLLEGE SACRE-COEUR ADJIDO
200167;AJ;;0;5;11;5;8;6;8;11;8;10;8;;119;M;16;CPL LA PASSERELLE
200168;AJ;;0;8;9;7;13;6;12;9;7;13;;13;140;F;19;LYCEE ANEHO VILLE
200169;ADM;PASS;3;5;9;6;16;9;14;14;6;13;12;;161;M;16;COLLEGE SACRE-COEUR ADJIDO
200170;AJ;;0;7;8;8;13;7;8;9;9;11;;16;137;F;15;LYCEE ANEHO VILLE
200171;ADM;PASS;2;8;11;13;16;7;11;14;11;12;;16;183;M;16;LYCEE ANEHO VILLE
200172;AJ;;0;5;9;4;15;5;15;7;5;10;9;;125;M;18;COLLEGE PROTESTANT ANEHO
200173;AJ;;0;5;9;7;14;5;16;10;7;15;;13;149;F;17;LYCEE ANEHO VILLE
200174;AJ;;0;4;9;5;13;11;10;10;8;14;9;;140;M;20;COLLEGE PROTESTANT ANEHO
200175;ADM;PASS;0;11;11;6;16;10;12;8;12;15;;13;169;F;18;LYCEE ANEHO VILLE
200176;ADM;PASS;1;5;9;5;19;8;12;9;12;15;;11;160;M;19;LYCEE ANEHO VILLE
200177;AJ;;0;7;8;7;13;8;9;8;8;14;7;;133;M;19;COLLEGE PROTESTANT ANEHO
200178;AJ;;0;8;8;4;9;5;10;7;6;10;12;;108;F;18;COLLEGE PROTESTANT ANEHO
200179;AJ;;0;4;10;7;10;6;5;9;5;15;;14;117;F;15;CS CHRIST ROI
200180;AJ;;0;4;10;7;14;6;9;12;12;15;12;;151;M;18;COLLEGE PROTESTANT ANEHO
200181;AJ;;0;8;10;2;15;3;7;5;12;11;8;;117;F;19;COLLEGE PROTESTANT ANEHO
200182;ADM;PASS;3;9;12;6;16;8;14;9;9;10;;18;165;F;15;COLLEGE SACRE-COEUR ADJIDO
200183;ADM;BIEN;12;14;13;14;18;11;17;16;11;13;11;;230;F;14;COLLEGE SACRE-COEUR ADJIDO
200184;ADM;ABIEN;9;13;14;10;18;6;15;13;13;11;;14;205;M;15;CS CHRIST ROI
200185;AJ;;0;5;9;1;8;4;5;1;5;10;5;;71;M;18;COLLEGE PROTESTANT ANEHO
200186;ADM;PASS;2;8;14;7;13;6;14;7;11;14;12;;160;F;22;COLLEGE PROTESTANT ANEHO
200187;AJ;;0;8;13;5;13;5;8;5;10;13;;15;134;F;14;CS CHRIST ROI
200188;ADM;ABIEN;10;8;11;5;18;10;18;11;14;15;12;;199;M;16;COLLEGE SACRE-COEUR ADJIDO
200189;AJ;;0;9;9;4;16;7;8;9;7;15;;12;136;M;19;LYCEE ANEHO VILLE
200190;AJ;;0;11;8;3;15;8;9;9;14;11;;16;149;M;20;LYCEE ANEHO VILLE
200191;AJ;;0;4;8;4;15;3;8;4;13;12;;15;121;F;19;CPL LA PASSERELLE
200192;ADM;PASS;1;7;9;8;14;8;14;8;14;12;5;;160;F;16;CPL LA PASSERELLE
200193;ADM;PASS;7;8;11;10;13;10;15;10;10;15;12;;180;F;14;COLLEGE PROTESTANT ANEHO
200194;ADM;PASS;0;5;11;6;14;10;11;9;12;15;;14;160;M;20;CS CHRIST ROI
200195;ADM;PASS;0;9;11;9;14;12;15;9;13;14;11;;180;M;19;COLLEGE PROTESTANT ANEHO
200196;AJ;;0;8;8;3;11;8;10;6;7;12;5;;116;F;17;COLLEGE PROTESTANT ANEHO
200197;AJ;;0;7;9;7;11;5;10;9;12;15;9;;138;M;21;CPL LA PASSERELLE
200198;ADM;ABIEN;7;12;12;10;15;7;14;17;9;15;9;;192;M;16;CPL LA PASSERELLE
200199;ADM;PASS;4;8;12;11;16;9;11;15;8;12;15;;183;M;14;COLLEGE PROTESTANT ANEHO
200210;AJ;;0;8;11;9;13;5;6;7;5;14;6;;124;M;15;CPL LA PASSERELLE
200211;ADM;PASS;5;7;12;7;16;6;11;10;10;12;;12;160;M;18;LYCEE ANEHO VILLE
200212;AJ;;0;6;9;8;12;8;5;8;6;12;11;;121;F;16;COLLEGE PROTESTANT ANEHO
200213;AJ;;0;4;9;10;13;9;7;8;9;15;;12;141;F;19;CPL LA PASSERELLE
200214;ADM;PASS;0;12;13;7;18;9;12;14;9;12;;18;183;F;16;LYCEE ANEHO VILLE
200215;AJ;;15;6;14;4;12;12;9;5;8;10;9;;149;M;17;COLLEGE PROTESTANT ANEHO
200216;ADM;PASS;0;11;10;14;14;5;18;14;11;15;10;;188;M;18;CPL LA PASSERELLE
200217;ADM;PASS;4;10;14;5;15;11;13;9;8;15;13;;172;F;19;COLLEGE PROTESTANT ANEHO
200218;AJ;;2;11;11;3;9;8;10;4;4;14;15;;120;M;22;COLLEGE PROTESTANT ANEHO
200219;ADM;PASS;5;10;14;4;16;14;14;11;11;12;12;;187;F;15;COLLEGE SACRE-COEUR ADJIDO
200220;AJ;;0;7;12;3;12;6;10;5;8;12;;13;124;F;15;CPL LA PASSERELLE
200221;ADM;PASS;0;10;11;12;16;7;13;16;12;15;;12;191;F;16;CPL LA PASSERELLE
200222;ADM;PASS;1;15;12;9;14;10;11;8;6;14;11;;161;F;13;COLLEGE PROTESTANT ANEHO
200223;ADM;PASS;2;11;14;9;15;13;15;11;8;12;13;;188;F;15;COLLEGE PROTESTANT ANEHO
200224;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;F;14;LYCEE ANEHO VILLE
200225;AJ;;0;9;9;6;11;8;15;7;11;11;;16;149;M;18;CPL LA PASSERELLE
200226;AJ;;0;7;9;9;12;10;8;12;4;12;;19;142;M;16;CPL LA PASSERELLE
200227;AJ;;0;6;8;4;10;9;4;5;5;12;0;;98;M;23;COLLEGE PROTESTANT ANEHO
200228;AJ;;0;3;10;2;12;7;11;7;8;11;8;;118;M;16;CPL LA PASSERELLE
200229;AJ;;0;7;10;5;11;6;9;9;8;12;;13;128;F;17;LYCEE ANEHO VILLE
200230;AJ;;2;12;9;6;14;12;10;5;8;10;7;;142;M;15;COLLEGE PROTESTANT ANEHO
200231;ADM;PASS;2;11;10;8;17;8;14;13;10;11;15;;179;M;14;COLLEGE PROTESTANT ANEHO
200232;AJ;;0;4;8;5;14;4;7;8;8;10;5;;112;M;15;CPL LA PASSERELLE
200233;ADM;PASS;1;8;11;9;14;9;14;8;9;Inap.;;13;160;M;21;CS CHRIST ROI
200234;ADM;ABIEN;2;12;13;14;19;11;18;19;6;11;8;;215;M;16;LYCEE ANEHO VILLE
200235;AJ;;0;5;12;4;5;5;7;3;6;13;;19;97;F;14;CS CHRIST ROI
200236;ADM;PASS;11;10;14;2;14;8;15;5;12;14;;;165;M;17;COLLEGE PROTESTANT ANEHO
200237;AJ;;0;2;8;4;15;7;9;6;7;13;;7;117;F;19;CS CHRIST ROI
200238;ADM;PASS;8;13;12;9;13;9;16;9;9;12;6;;177;F;16;COLLEGE SACRE-COEUR ADJIDO
200239;ADM;PASS;0;9;9;7;17;11;12;8;9;15;;15;165;F;15;LYCEE ANEHO VILLE
200240;ADM;BIEN;10;14;12;11;19;15;16;16;14;12;;17;237;M;14;LYCEE ANEHO VILLE
200241;ADM;PASS;1;9;13;6;13;8;13;8;10;15;;14;161;F;17;LYCEE ANEHO VILLE
200242;ADM;PASS;0;8;10;11;14;8;11;10;12;14;;12;166;M;18;CS CHRIST ROI
200243;AJ;;8;5;10;5;12;12;11;7;6;15;11;;145;M;16;COLLEGE SACRE-COEUR ADJIDO
200244;AJ;;0;9;10;4;14;5;6;4;10;15;17;;125;F;18;COLLEGE PROTESTANT ANEHO
200245;ADM;ABIEN;16;8;13;11;16;11;13;12;11;10;;14;202;M;14;COLLEGE SACRE-COEUR ADJIDO
200246;ADM;PASS;5;11;9;9;16;7;10;10;7;14;;14;160;M;16;COLLEGE SACRE-COEUR ADJIDO
200247;AJ;;0;7;8;6;13;13;10;5;7;12;;14;137;M;14;CS CHRIST ROI
200248;ADM;PASS;1;7;9;8;13;13;14;8;9;14;;11;161;M;17;CS CHRIST ROI
200249;AJ;;0;2;8;3;10;6;3;5;10;11;;12;95;F;18;CPL LA PASSERELLE
200250;ADM;ABIEN;0;11;9;11;17;13;16;17;9;13;;11;199;F;15;LYCEE ANEHO VILLE
200251;ADM;PASS;1;8;13;8;14;10;9;9;11;10;;13;160;M;15;CPL LA PASSERELLE
200252;ADM;BIEN;16;19;15;10;19;9;15;13;11;12;;17;226;M;14;COLLEGE SACRE-COEUR ADJIDO
200253;AJ;;0;3;9;2;15;7;12;7;10;13;;0;130;M;16;LYCEE ANEHO VILLE
200254;ADM;PASS;2;7;8;9;16;12;12;11;6;10;;13;160;F;16;LYCEE ANEHO VILLE
200255;AJ;;0;6;8;10;12;9;11;8;6;12;13;;139;F;15;COLLEGE PROTESTANT ANEHO
200256;AJ;;0;7;10;5;16;7;12;11;9;11;;12;150;F;15;LYCEE ANEHO VILLE
200257;ADM;PASS;13;7;12;6;16;11;13;8;13;10;;;178;F;14;COLLEGE SACRE-COEUR ADJIDO
200258;AJ;;0;6;9;5;9;8;7;4;7;13;;12;109;F;16;CPL LA PASSERELLE
200259;AJ;;0;6;8;5;13;3;9;6;9;14;11;;117;M;18;COLLEGE PROTESTANT ANEHO
200260;AJ;;0;10;8;3;14;4;9;6;11;15;;16;130;F;19;LYCEE ANEHO VILLE
200261;ADM;PASS;10;12;10;9;11;8;9;9;9;14;;14;160;F;17;CPL LA PASSERELLE
