Num;Décision;Mention;DICT;QSION;RDACT;MATHS;HGEO;ANGL;SVT;SCPHY;ECM;EPS;DS_EN;LGFAC;Tot;sexe;age;etablissement
400000;ADM;PASS;0;12;11;7;16;7;15;8;15;11;;16;176;F;15;CEG DIDAURE
400001;AJ;;0;9;12;6;10;6;11;6;5;15;;12;128;F;21;CEG DIDAURE
400002;ADM;ABIEN;0;14;11;7;17;9;17;14;16;13;0;17;204;M;20;CPL DAR' SALAM
400003;ADM;PASS;0;12;15;6;15;11;14;7;12;10;;17;177;F;22;CPL DAR' SALAM
400004;AJ;;0;11;13;3;14;10;8;5;5;11;;16;133;F;18;CEG DIDAURE
400005;ADM;PASS;0;12;14;4;17;9;13;6;14;15;;16;176;M;18;CEG DIDAURE
400006;AJ;;6;12;12;6;14;10;5;3;12;11;;17;148;F;16;CEG DIDAURE
400007;ADM;PASS;0;13;13;6;17;12;11;9;13;0;16;18;185;F;15;CEG DIDAURE
400008;AJ;;0;9;12;3;13;7;10;6;9;13;;17;137;M;19;CEG DIDAURE
400009;AJ;;0;7;10;1;15;5;12;1;12;13;;19;127;M;16;CPL MENELIK II
400010;AJ;;0;7;11;5;18;7;5;5;8;12;;13;130;M;15;CEG DIDAURE
400011;AJ;;0;5;12;8;12;10;10;10;7;13;;19;151;M;18;CEG DIDAURE
400012;ADM;ABIEN;0;11;14;9;17;9;15;11;11;15;15;18;198;M;18;CPL LA LUMIÈRE
400013;ADM;PASS;0;12;10;7;17;6;10;7;13;13;;15;160;M;18;CEG DIDAURE
400014;ADM;PASS;0;9;14;5;19;10;13;9;11;11;;18;177;M;24;CEG DIDAURE
400015;ADM;PASS;0;11;14;8;11;10;13;10;7;14;16;15;171;F;16;CPL LA LUMIÈRE
400016;ADM;ABIEN;0;12;14;11;20;9;14;14;16;13;;18;216;M;16;CEG DIDAURE
400017;AJ;;0;9;12;2;17;5;7;9;7;15;11;;133;M;19;CEG DIDAURE
400018;ADM;ABIEN;0;13;14;7;18;8;15;11;15;0;13;16;197;M;15;CEG DIDAURE
400019;ADM;PASS;0;11;14;8;12;8;15;10;15;15;17;19;190;F;20;CPL LA LUMIÈRE
400020;ADM;PASS;0;7;15;4;19;10;15;10;16;11;17;;191;M;16;CEG DIDAURE
400021;AJ;;0;11;11;3;17;8;5;5;14;11;;12;140;F;19;CEG DIDAURE
400022;AJ;;0;10;10;5;14;7;8;5;9;12;;16;133;M;19;CEG DIDAURE
400023;AJ;;0;7;10;2;9;10;7;5;5;15;6;;108;F;16;CEG DIDAURE
400024;AJ;;0;9;11;3;15;12;7;9;9;15;;16;151;F;15;CEG DIDAURE
400025;ADM;PASS;1;14;12;5;17;10;10;4;12;12;;14;161;F;15;CEG DIDAURE
400026;AJ;;0;13;11;4;14;7;11;7;12;10;14;;149;F;15;CPL MON AVENIR - SOKODE
400027;AJ;;0;7;11;6;13;8;12;6;10;15;;8;144;M;22;CPL MENELIK II
400028;ADM;PASS;0;14;12;5;16;10;14;8;13;15;;11;176;F;15;CPL MON AVENIR - SOKODE
400029;AJ;;0;10;8;10;11;7;11;9;8;15;14;12;149;F;14;CPL LA LUMIÈRE
400030;ADM;PASS;0;11;12;9;16;8;12;9;10;14;;8;167;M;17;CEG DIDAURE
400031;ADM;PASS;6;11;10;5;14;10;17;7;12;15;;16;177;M;15;CPL DAR' SALAM
400032;AJ;;0;10;9;3;8;6;7;8;8;14;0;8;112;M;20;CEG DIDAURE
400033;ADM;BIEN;10;15;16;13;19;11;15;10;11;13;15;13;226;F;18;CPL LA LUMIÈRE
400034;AJ;;0;11;12;5;13;11;11;6;9;10;15;;150;F;14;CPL MON AVENIR - SOKODE
400035;AJ;;0;5;11;6;13;4;11;5;3;14;;12;117;F;17;CEG DIDAURE
400036;ADM;PASS;0;10;10;10;16;7;11;12;9;15;14;11;170;F;17;CPL LA LUMIÈRE
400037;ADM;PASS;2;13;11;4;16;8;11;8;13;13;;17;165;M;17;CEG DIDAURE
400038;ADM;PASS;2;13;15;2;16;10;12;3;13;15;0;13;165;F;16;CEG DIDAURE
400039;AJ;;0;11;13;5;18;9;7;2;8;11;;5;136;F;16;CPL MENELIK II
400040;AJ;;0;3;9;3;9;10;8;4;6;11;;6;102;M;16;CPL MON AVENIR - SOKODE
400041;AJ;;0;6;8;3;15;9;9;4;14;10;;14;134;F;17;CPL MON AVENIR - SOKODE
400042;AJ;;0;5;9;7;15;8;12;4;15;11;;8;146;F;21;CPL MENELIK II
400043;AJ;;0;4;10;4;10;8;7;2;6;12;;11;101;F;21;CEG DIDAURE
400044;AJ;;0;2;8;8;14;6;10;3;7;14;;15;123;M;17;CPL MENELIK II
400045;AJ;;0;6;7;5;14;7;5;3;7;15;;12;109;M;20;CPL MENELIK II
400046;AJ;;0;5;8;5;16;8;14;5;11;10;;8;139;F;15;CPL MENELIK II
400047;AJ;;0;9;8;6;16;7;12;4;13;15;;12;148;M;17;CEG DIDAURE
400048;AJ;;0;8;11;4;14;5;11;3;14;11;;16;138;M;19;CPL MON AVENIR - SOKODE
400049;AJ;;0;4;9;1;7;7;6;1;6;0;;5;78;F;20;CPL DAR' SALAM
400050;AJ;;0;5;9;4;16;6;13;3;12;0;13;7;134;F;19;CPL MENELIK II
400051;AJ;;0;6;8;2;8;9;6;1;12;14;;7;102;M;17;CPL MON AVENIR - SOKODE
400052;AJ;;0;4;10;8;17;7;10;6;9;14;;17;147;M;18;CEG DIDAURE
400053;AJ;;2;10;8;6;16;6;9;9;12;12;;15;151;F;18;CEG DIDAURE
400054;AJ;;0;3;8;1;10;4;2;1;6;11;;13;71;M;19;CPL MENELIK II
400055;ADM;PASS;1;11;13;3;13;14;7;6;14;13;;19;160;M;18;CPL MON AVENIR - SOKODE
400056;ADM;PASS;0;6;12;9;16;8;11;9;18;15;;16;182;M;18;CPL DAR' SALAM
400057;AJ;;0;2;9;1;13;8;6;1;11;15;;15;110;M;16;CEG DIDAURE
400058;AJ;;0;1;11;9;11;8;12;6;9;14;16;15;147;F;18;CPL LA LUMIÈRE
400059;ADM;PASS;0;6;11;6;14;10;14;7;14;14;17;17;172;F;22;CPL LA LUMIÈRE
400060;AJ;;0;5;9;4;11;7;5;4;12;10;;19;114;F;17;CPL DAR' SALAM
400061;AJ;;0;0;0;0;0;0;0;0;0;13;;0;3;M;14;CPL MENELIK II
400062;AJ;;0;5;8;7;14;6;12;6;10;10;;17;136;M;15;CEG DIDAURE
400063;AJ;;0;3;9;2;7;7;5;2;9;14;;16;94;F;15;CPL MON AVENIR - SOKODE
400064;AJ;;0;5;8;1;5;4;3;1;8;13;;11;69;M;15;CPL MENELIK II
400065;AJ;;0;3;11;7;9;8;12;8;8;14;14;17;142;M;14;CPL LA LUMIÈRE
400066;ADM;PASS;0;8;9;7;17;9;10;9;12;11;15;;160;M;14;CEG DIDAURE
400067;ADM;PASS;0;7;10;7;16;7;14;9;13;15;;20;169;M;17;CPL DAR' SALAM
400068;AJ;;0;7;10;3;13;7;9;6;8;10;14;;123;F;18;CPL MON AVENIR - SOKODE
400069;ADM;PASS;0;7;10;7;19;10;16;11;13;10;;13;182;M;15;CPL MON AVENIR - SOKODE
400070;AJ;;0;3;9;1;13;7;8;1;10;10;;13;104;F;16;CEG DIDAURE
400071;ADM;PASS;0;7;10;6;15;10;17;10;13;11;;17;175;M;16;CEG DIDAURE
400072;AJ;;0;1;7;1;6;2;1;1;3;0;;0;43;M;30;CPL MENELIK II
400073;AJ;;11;4;10;2;13;11;8;1;15;11;;13;139;F;16;CPL MENELIK II
400074;ADM;PASS;4;6;15;5;15;8;9;10;11;10;;14;160;F;16;CPL MON AVENIR - SOKODE
400075;AJ;;0;10;12;5;14;8;11;9;7;15;;9;147;F;14;CPL MON AVENIR - SOKODE
400076;ADM;PASS;1;7;12;4;13;10;12;9;15;10;;12;160;M;24;CPL MENELIK II
400077;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;M;17;CPL MENELIK II
400078;ADM;PASS;0;9;9;8;18;10;16;10;13;15;;14;186;M;19;CPL DAR' SALAM
400079;ADM;ABIEN;0;9;10;10;17;14;17;13;13;10;;17;202;M;21;CPL DAR' SALAM
400080;AJ;;0;1;7;1;2;6;1;5;4;12;0;16;60;M;17;CPL DAR' SALAM
400081;AJ;;0;6;8;5;8;7;11;8;11;10;;16;127;F;15;CPL DAR' SALAM
400082;ADM;PASS;0;10;13;10;17;9;15;9;9;10;15;;179;F;15;CPL MON AVENIR - SOKODE
400083;AJ;;0;2;9;3;6;11;10;6;10;11;;15;118;F;18;CPL MON AVENIR - SOKODE
400084;AJ;;0;4;10;3;8;10;7;8;10;10;15;;121;F;14;CPL MON AVENIR - SOKODE
400085;ADM;PASS;0;8;13;7;12;11;17;12;10;12;0;15;179;F;15;CPL DAR' SALAM
400086;ADM;PASS;0;5;10;8;11;9;11;14;9;14;16;17;163;M;19;CPL LA LUMIÈRE
400087;AJ;;0;4;8;6;6;12;10;7;8;14;;18;127;F;19;CPL MENELIK II
400088;AJ;;0;3;8;1;9;10;8;10;6;10;;14;111;F;14;CPL MON AVENIR - SOKODE
400089;ADM;PASS;0;10;10;7;16;10;16;12;7;14;16;14;179;F;19;CPL LA LUMIÈRE
400090;AJ;;0;8;13;2;9;9;9;11;11;10;;17;141;F;18;CPL DAR' SALAM
400091;ADM;PASS;0;6;10;8;16;9;16;13;13;13;14;10;183;M;21;CPL LA LUMIÈRE
400092;ADM;ABIEN;0;8;16;9;17;12;16;11;12;15;17;15;209;F;21;CPL LA LUMIÈRE
400093;AJ;;0;6;10;4;7;9;9;5;7;10;;16;113;M;16;CPL MON AVENIR - SOKODE
400094;AJ;;0;3;11;3;3;10;4;6;8;12;14;;99;F;17;CPL MENELIK II
400095;AJ;;0;6;9;4;9;7;7;7;11;10;;15;119;F;17;CPL DAR' SALAM
400096;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;F;20;CPL DAR' SALAM
400097;ADM;ABIEN;0;6;10;7;16;14;18;17;13;0;14;18;205;F;25;CPL MENELIK II
400098;ADM;PASS;0;8;11;6;14;11;12;10;14;10;14;;168;M;15;CPL MON AVENIR - SOKODE
400099;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;M;18;CPL MENELIK II
400100;AJ;;0;5;10;3;3;10;7;7;7;11;;17;105;F;19;CPL DAR' SALAM
400101;ADM;PASS;0;3;11;9;16;6;15;15;10;15;;18;177;M;22;CPL DAR' SALAM
400102;AJ;;0;8;10;7;16;8;12;9;9;10;;11;151;M;14;CPL MON AVENIR - SOKODE
400103;AJ;;0;1;7;4;5;4;8;9;4;10;;9;83;F;17;CPL MENELIK II
400104;ADM;BIEN;0;6;15;13;18;13;18;13;15;14;15;16;230;M;18;CPL LA LUMIÈRE
400105;AJ;;0;4;14;2;8;6;7;9;10;11;;16;122;M;16;CPL MENELIK II
400106;AJ;;0;1;12;4;15;7;9;8;11;10;;20;138;F;17;CPL DAR' SALAM
400107;ADM;PASS;0;8;11;5;15;5;16;11;12;12;;19;165;M;15;CPL DAR' SALAM
400108;AJ;;0;5;12;5;8;6;6;4;6;12;;17;106;M;16;CPL MENELIK II
400109;ADM;PASS;0;5;14;10;16;9;13;10;13;11;;18;181;M;16;CPL MENELIK II
400110;AJ;;0;4;10;5;8;9;8;10;10;11;;15;130;F;17;CPL MENELIK II
400111;AJ;;0;3;12;5;9;8;9;12;8;0;;13;132;F;24;CPL MENELIK II
400112;AJ;;0;8;11;7;10;10;7;6;12;10;;20;139;F;16;CPL MON AVENIR - SOKODE
400113;AJ;;0;4;10;3;7;10;12;13;11;0;16;15;146;F;19;CPL MENELIK II
400114;ADM;PASS;0;8;13;5;14;12;13;10;14;10;;18;175;M;17;CEG DIDAURE
400115;ADM;PASS;1;5;11;7;13;11;14;8;9;0;15;13;160;M;16;CPL MON AVENIR - SOKODE
400116;AJ;;4;9;8;5;13;9;10;9;12;0;0;13;148;F;17;CPL MENELIK II
400117;AJ;;0;5;9;2;13;7;4;2;9;10;;3;97;F;17;CPL MENELIK II
400118;ADM;PASS;1;8;15;4;16;10;8;8;12;13;;12;160;F;15;CEG DIDAURE
400119;ADM;PASS;1;6;11;6;18;8;11;8;10;0;15;19;161;F;16;CPL MENELIK II
400120;ADM;ABIEN;0;12;13;7;19;9;18;15;12;10;12;;200;M;17;CEG DIDAURE
400121;ADM;PASS;1;4;11;7;16;7;14;6;14;15;11;;161;M;17;CEG DIDAURE
400122;AJ;;0;8;11;3;9;7;6;1;13;14;;12;114;F;14;CPL MENELIK II
400123;AJ;;0;5;10;5;13;9;11;3;9;12;;18;132;M;19;CPL DAR' SALAM
400124;AJ;;0;2;11;4;6;9;5;6;6;15;;18;106;M;18;CEG DIDAURE
400125;AJ;;0;2;12;3;6;7;4;3;10;11;;13;96;F;16;CPL MON AVENIR - SOKODE
400126;AJ;;0;7;11;4;11;8;7;2;10;15;;14;122;F;14;CEG DIDAURE
400127;ADM;PASS;0;6;10;2;18;14;12;9;12;15;13;;168;M;13;CEG DIDAURE
400128;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;F;19;CEG DIDAURE
400129;AJ;;0;4;13;4;14;4;5;3;11;0;15;16;122;M;23;CPL MENELIK II
400130;AJ;;0;1;10;5;12;7;5;5;10;15;;15;119;M;19;CEG DIDAURE
400131;ADM;PASS;1;5;13;2;14;11;14;10;10;11;;17;160;M;18;CEG DIDAURE
400132;ADM;PASS;0;7;12;6;16;10;11;7;10;15;;14;160;M;20;CEG DIDAURE
400133;AJ;;0;1;9;2;4;5;2;3;8;15;;17;77;F;18;CPL DAR' SALAM
400134;ADM;ABIEN;0;12;11;10;18;9;16;13;11;14;14;13;199;M;16;CPL LA LUMIÈRE
400135;AJ;;0;1;7;1;6;5;2;5;6;10;;17;70;F;15;CPL DAR' SALAM
400136;ADM;ABIEN;0;7;12;6;16;9;18;12;17;14;;18;196;M;21;CPL DAR' SALAM
400137;AJ;;0;5;10;1;6;10;8;2;6;10;;17;96;M;16;CPL MON AVENIR - SOKODE
400138;AJ;;0;7;9;6;15;11;7;10;10;15;13;;151;F;21;CEG DIDAURE
400139;AJ;;0;5;11;2;15;10;8;5;6;12;11;;122;F;19;CPL MON AVENIR - SOKODE
400140;AJ;;0;6;11;1;9;10;6;1;10;10;13;0;105;F;15;CPL MON AVENIR - SOKODE
400141;AJ;;0;5;11;2;11;9;9;5;6;0;14;16;120;F;18;CEG DIDAURE
400142;ADM;PASS;0;4;14;7;17;10;13;12;13;15;;17;186;F;20;CEG DIDAURE
400143;ADM;PASS;0;7;12;5;16;13;16;8;15;11;;15;183;F;18;CEG DIDAURE
400144;ADM;PASS;0;9;12;6;15;8;14;11;13;12;;16;174;F;21;CEG DIDAURE
400145;AJ;;0;3;10;2;7;10;6;2;12;10;;15;106;F;19;CPL DAR' SALAM
400146;AJ;;0;7;12;7;12;7;9;7;10;12;;17;142;M;21;CEG DIDAURE
400147;AJ;;0;6;9;2;16;9;9;5;10;12;;19;133;M;20;CEG DIDAURE
400148;AJ;;0;4;10;5;12;8;7;7;13;10;;17;133;F;17;CEG DIDAURE
400149;ADM;ABIEN;6;9;16;7;19;15;11;9;14;0;;;197;F;23;CPL MENELIK II
400150;AJ;;0;4;10;1;12;5;6;4;10;10;8;;100;M;20;CEG DIDAURE
400151;ADM;PASS;1;11;12;6;17;10;15;10;12;0;14;16;185;M;16;CPL MON AVENIR - SOKODE
400152;ADM;PASS;0;10;12;5;17;10;8;10;11;10;14;;160;F;20;CEG DIDAURE
400153;AJ;;0;2;9;2;13;7;6;2;11;10;;14;106;M;23;CPL MENELIK II
400154;AJ;;0;3;9;5;15;6;9;4;7;15;;12;120;M;14;CPL MON AVENIR - SOKODE
400155;ADM;PASS;0;10;14;7;14;9;12;9;13;10;;16;171;M;14;CPL MON AVENIR - SOKODE
400156;ADM;PASS;0;8;13;5;18;8;14;9;15;10;;16;177;M;13;CPL MON AVENIR - SOKODE
400157;AJ;;0;4;10;3;9;10;7;6;8;10;;12;112;F;16;CEG DIDAURE
400158;AJ;;0;5;9;4;10;9;10;8;5;0;;12;117;M;21;CPL MENELIK II
400159;ADM;ABIEN;0;8;10;10;18;11;19;12;12;14;15;12;203;M;15;CPL LA LUMIÈRE
400160;AJ;;0;4;8;5;15;9;14;2;6;15;;7;127;F;20;CEG DIDAURE
400161;AJ;;0;9;8;3;10;10;5;1;8;10;;5;99;F;19;CEG DIDAURE
400162;ADM;PASS;0;11;9;6;19;10;13;11;12;14;18;12;182;F;19;CPL LA LUMIÈRE
400163;ADM;PASS;0;9;10;5;19;14;14;11;13;13;;15;189;F;18;CEG DIDAURE
400164;AJ;;0;5;9;3;14;7;11;3;6;12;;12;115;M;20;CPL MON AVENIR - SOKODE
400165;AJ;;0;6;10;2;19;10;13;2;10;0;13;;141;F;19;CPL MENELIK II
400166;AJ;;0;7;16;5;17;9;5;1;13;15;16;;149;M;18;CPL MENELIK II
400167;ADM;ABIEN;0;7;11;10;18;13;17;12;12;15;;19;203;M;22;CEG DIDAURE
400168;ADM;PASS;0;5;11;8;18;10;17;13;11;12;;14;187;M;18;CEG DIDAURE
400169;AJ;;0;5;8;5;15;11;9;4;10;0;15;11;135;F;18;CEG DIDAURE
400170;AJ;;0;11;11;9;15;9;6;6;8;12;;12;143;F;14;CEG DIDAURE
400171;AJ;;0;3;10;4;19;8;11;6;10;15;;13;147;M;19;CPL MENELIK II
400172;AJ;;0;6;9;5;18;7;14;4;10;0;18;14;149;F;17;CPL MON AVENIR - SOKODE
400173;AJ;;0;3;8;1;12;5;5;1;10;10;;11;88;M;22;CPL MENELIK II
400174;AJ;;0;4;8;6;15;6;8;8;8;14;15;12;133;F;15;CPL LA LUMIÈRE
400175;ADM;ABIEN;0;9;9;9;18;12;18;10;15;13;14;13;201;M;13;CPL LA LUMIÈRE
400176;AJ;;0;6;9;2;15;8;6;1;11;15;;12;117;M;20;CPL MENELIK II
400177;ADM;PASS;0;12;9;8;18;10;17;7;9;14;14;;176;M;18;CPL MENELIK II
400178;ADM;PASS;0;5;9;6;18;7;15;9;13;0;13;5;162;M;23;CEG DIDAURE
400179;AJ;;0;3;9;3;15;7;6;8;10;13;13;;125;F;17;CEG DIDAURE
400180;ADM;PASS;0;5;13;8;16;8;15;9;9;15;16;14;175;M;19;CPL LA LUMIÈRE
400181;ADM;PASS;1;4;9;5;18;9;15;7;12;12;;14;161;F;16;CPL MENELIK II
400182;AJ;;0;5;5;1;17;9;4;1;10;0;;11;100;F;17;CPL MENELIK II
400183;ADM;PASS;1;7;9;5;17;10;13;9;9;0;18;13;160;F;23;CEG DIDAURE
400184;AJ;;0;3;9;2;14;6;8;4;8;0;9;;105;F;21;CPL MENELIK II
400185;ADM;ABIEN;0;7;13;10;19;10;17;12;11;15;16;17;206;F;16;CPL LA LUMIÈRE
400186;ADM;ABIEN;0;8;14;6;19;11;16;8;13;15;16;15;197;M;19;CPL LA LUMIÈRE
400187;ADM;PASS;0;8;12;10;18;10;13;12;11;11;;15;186;F;16;CEG DIDAURE
400188;AJ;;0;3;7;5;18;7;12;9;9;14;;14;145;M;15;CPL MENELIK II
400189;ADM;PASS;1;7;12;6;19;9;11;5;10;13;;17;160;M;18;CEG DIDAURE
400190;AJ;;0;5;11;3;17;7;5;5;7;15;15;;125;M;18;CEG DIDAURE
400191;AJ;;0;6;8;2;14;8;4;1;10;13;;14;107;M;19;CPL MON AVENIR - SOKODE
400192;AJ;;0;6;10;4;17;6;12;5;9;14;14;;140;F;16;CEG DIDAURE
400193;AJ;;0;6;9;4;15;10;12;6;11;0;13;13;146;M;25;CPL MENELIK II
400194;AJ;;0;4;10;2;14;10;6;1;5;13;;12;105;M;19;CEG DIDAURE
400195;AJ;;0;4;10;3;15;6;4;1;11;14;;13;111;M;20;CPL DAR' SALAM
400196;AJ;;0;10;13;7;18;7;7;3;12;10;;15;149;F;15;CPL MENELIK II
400197;AJ;;0;6;10;3;18;10;10;3;8;11;;0;131;F;21;CEG DIDAURE
400198;ADM;PASS;1;10;14;4;19;10;14;6;10;10;17;;170;M;14;CEG DIDAURE
400199;AJ;;0;7;9;5;17;8;10;3;12;10;0;13;138;F;17;CPL MON AVENIR - SOKODE
400200;AJ;;0;6;8;6;13;13;10;1;9;14;;14;134;M;19;CEG DIDAURE
400201;ADM;PASS;1;10;10;4;14;13;10;7;13;12;;17;160;F;24;CEG DIDAURE
400202;ADM;PASS;0;10;12;11;16;11;18;1;16;13;16;7;188;F;17;CPL LA LUMIÈRE
400203;AJ;;0;9;10;2;7;11;2;16;4;10;16;;118;F;15;CPL MON AVENIR - SOKODE
400204;AJ;;0;6;12;4;19;12;8;5;8;11;15;;148;M;17;CEG DIDAURE
400205;ADM;PASS;1;5;7;7;16;11;9;12;11;14;;17;161;M;22;CPL DAR' SALAM
400206;AJ;;0;8;8;1;16;9;7;2;7;10;;12;110;M;15;CPL MON AVENIR - SOKODE
400207;AJ;;0;5;10;5;10;12;9;6;9;10;0;12;129;F;17;CPL DAR' SALAM
400208;ADM;PASS;0;7;11;8;19;10;16;6;8;14;14;18;176;F;20;CPL LA LUMIÈRE
400209;AJ;;0;9;12;5;11;11;11;2;11;0;15;17;145;F;17;CPL MON AVENIR - SOKODE
400210;AJ;;0;6;8;4;14;11;16;3;11;12;;14;146;M;22;CEG DIDAURE
400211;ADM;PASS;1;9;12;5;16;9;13;4;14;10;;17;161;M;15;CPL MON AVENIR - SOKODE
400212;AJ;;0;7;10;2;13;8;6;2;7;10;;13;106;F;22;CPL MENELIK II
400213;ADM;PASS;0;6;11;5;14;10;12;7;15;15;;17;164;M;18;CEG DIDAURE
400214;AJ;;0;6;10;5;15;12;9;6;9;0;14;12;144;F;24;CEG DIDAURE
400215;ADM;ABIEN;0;7;12;9;18;11;16;11;13;14;15;14;200;F;16;CPL LA LUMIÈRE
400216;AJ;;0;10;10;2;14;8;9;1;10;0;0;;118;M;17;CEG DIDAURE
400217;ADM;PASS;1;9;11;6;15;10;12;8;11;10;;20;161;F;17;CPL DAR' SALAM
400218;AJ;;0;2;7;4;17;7;7;3;12;0;14;15;125;M;20;CPL MENELIK II
400229;ADM;PASS;0;11;12;7;15;13;13;11;10;14;;13;180;F;19;CEG DIDAURE
400230;AJ;;0;4;10;2;10;10;6;2;3;11;;12;93;F;15;CPL MENELIK II
400231;AJ;;0;4;11;6;16;10;10;5;9;14;;19;147;M;21;CEG DIDAURE
400232;AJ;;0;8;10;2;10;12;9;1;7;0;13;15;118;F;21;CPL MENELIK II
400233;ADM;PASS;1;6;11;4;17;12;12;7;10;12;;17;160;M;17;CEG DIDAURE
400234;ADM;ABIEN;0;7;12;7;19;11;16;10;15;10;;17;192;F;15;CEG DIDAURE
400235;ADM;PASS;2;10;10;6;10;13;12;10;11;0;;15;161;F;21;CEG DIDAURE
400236;ADM;PASS;0;8;13;3;16;13;13;2;12;0;15;13;160;M;19;CEG DIDAURE
400237;ADM;PASS;0;4;11;7;19;12;18;7;13;14;;14;186;M;17;CEG DIDAURE
400238;AJ;;0;7;8;6;8;9;8;6;4;11;;12;108;F;14;CPL MON AVENIR - SOKODE
400239;AJ;;0;8;10;5;10;9;9;6;11;10;;17;133;F;17;CPL DAR' SALAM
400240;ADM;PASS;0;4;11;3;19;13;19;2;10;13;16;18;171;F;15;CPL LA LUMIÈRE
400241;ADM;PASS;0;3;10;9;16;10;12;9;11;14;15;6;166;M;15;CPL LA LUMIÈRE
400242;AJ;;0;8;9;3;10;10;4;1;8;10;;13;101;M;16;CPL MON AVENIR - SOKODE
400243;AJ;;0;3;9;3;10;8;7;2;5;13;;18;99;M;16;CPL MENELIK II
400244;AJ;;0;7;8;1;6;12;7;1;8;13;;14;100;F;16;CPL MENELIK II
400245;AJ;;0;0;0;0;0;0;0;0;0;0;;;0;M;17;CPL MENELIK II
400246;AJ;;0;3;8;2;13;9;11;1;6;0;16;15;113;F;22;CPL MENELIK II
400247;ADM;ABIEN;8;5;13;6;19;12;18;4;14;14;15;17;199;M;16;CPL LA LUMIÈRE
400248;AJ;;0;5;8;6;13;11;8;6;6;11;;14;126;F;19;CEG DIDAURE
400249;AJ;;0;6;10;4;12;10;9;7;9;10;;14;132;F;15;CEG DIDAURE
400250;AJ;;0;1;7;1;2;3;1;1;6;10;;15;48;F;15;CPL MENELIK II
400251;AJ;;0;3;7;4;8;7;10;3;6;14;;17;102;M;18;CPL MENELIK II
400252;AJ;;0;2;8;5;10;4;5;2;10;13;;15;98;M;13;CPL MENELIK II
400253;AJ;;0;4;8;2;8;8;6;1;8;13;;15;94;M;17;CPL MENELIK II
400254;ADM;PASS;0;8;11;9;18;9;14;9;12;10;;12;174;M;17;CPL MON AVENIR - SOKODE
400255;AJ;;0;7;11;3;19;6;19;1;7;0;11;13;143;F;16;CPL MON AVENIR - SOKODE
400256;ADM;PASS;0;8;11;5;17;9;15;7;14;12;;14;170;F;18;CEG DIDAURE
400257;ADM;ABIEN;9;14;12;10;19;12;14;11;11;14;15;14;214;F;18;CPL LA LUMIÈRE
400258;ADM;PASS;0;6;10;8;18;9;16;12;14;14;13;13;190;F;23;CPL LA LUMIÈRE
400259;ADM;ABIEN;0;9;12;8;19;9;19;9;12;15;;13;193;M;16;CEG DIDAURE
400260;AJ;;0;5;11;3;10;5;5;1;9;10;;5;93;F;18;CPL MENELIK II
400261;ADM;ABIEN;0;8;12;8;19;11;19;11;11;15;14;12;201;M;19;CPL LA LUMIÈRE
400262;ADM;ABIEN;0;11;10;11;18;10;15;12;10;15;16;15;198;M;16;CPL LA LUMIÈRE
400263;AJ;;0;4;9;4;14;5;7;1;7;0;15;6;103;F;15;CPL MENELIK II
400264;AJ;;0;9;10;3;12;11;9;5;10;15;;18;139;F;19;CEG DIDAURE
400265;AJ;;0;4;9;3;13;4;5;3;10;10;;8;98;M;16;CPL MENELIK II
400266;AJ;;0;10;10;3;14;7;9;7;14;0;14;11;143;F;13;CPL MON AVENIR - SOKODE
400267;AJ;;0;4;12;2;5;6;7;1;5;10;;15;85;F;14;CPL DAR' SALAM
400268;AJ;;0;1;10;1;1;2;1;1;5;14;;12;49;M;15;CPL DAR' SALAM
400269;ADM;PASS;0;6;13;5;15;12;13;5;13;0;15;18;168;F;18;CPL MENELIK II
400270;ADM;PASS;0;5;11;8;11;10;14;7;13;14;14;13;164;F;17;CPL LA LUMIÈRE
400271;ADM;PASS;2;10;12;7;16;11;10;6;11;11;;11;160;F;18;CEG DIDAURE
400272;AJ;;0;4;12;2;7;7;6;3;8;13;;14;101;M;20;CEG DIDAURE
400273;ADM;PASS;1;5;13;5;15;10;15;6;13;10;;11;161;M;20;CEG DIDAURE
400274;AJ;;0;4;11;3;16;7;6;4;12;15;;11;128;M;21;CEG DIDAURE
400275;ADM;PASS;0;14;14;5;16;11;16;8;13;12;;12;184;M;14;CEG DIDAURE
400276;AJ;;0;7;11;7;17;10;12;1;11;11;;16;151;M;16;CEG DIDAURE
400277;AJ;;0;5;11;2;11;5;8;4;10;12;;12;111;F;20;CPL MENELIK II
400278;ADM;PASS;1;5;10;6;16;10;13;5;16;12;;11;161;M;19;CEG DIDAURE
400279;ADM;PASS;0;8;13;8;14;11;15;9;14;15;15;14;190;F;18;CPL LA LUMIÈRE
400280;ADM;PASS;0;7;13;8;19;8;11;11;9;14;;13;172;M;14;CPL MENELIK II
400281;AJ;;0;4;11;1;14;10;8;8;16;15;;20;150;M;19;CEG DIDAURE
400282;AJ;;0;12;12;3;9;10;7;3;12;10;;18;129;F;15;CPL MON AVENIR - SOKODE
400283;AJ;;0;0;0;0;0;0;0;0;0;0;;;0;F;19;CPL MON AVENIR - SOKODE
400284;ADM;PASS;1;10;11;8;15;9;9;8;12;12;;14;161;F;16;CEG DIDAURE
