Num;Décision;Mention;DICT;QSION;RDACT;MATHS;HGEO;ANGL;SVT;SCPHY;ECM;EPS;DS_EN;LGFAC;Tot;sexe;age;etablissement
401879;ADM;ABIEN;8;12;11;10;19;10;17;15;11;12;;11;209;M;15;CEG KOULOUNDE
401880;ADM;PASS;1;4;10;7;19;7;13;5;12;14;15;;160;M;21;CEG SALIMDE
401881;AJ;;0;4;8;1;6;7;6;2;8;15;;14;89;F;22;CS ISLAMIQUE DE SOKODE
401882;AJ;;0;5;0;2;10;7;9;7;12;15;;16;109;M;18;CS ISLAMIQUE DE SOKODE
401883;ADM;PASS;0;11;10;7;15;9;9;9;13;0;16;13;163;F;17;CS ISLAMIQUE DE SOKODE
401884;AJ;;0;6;12;4;11;9;8;2;10;10;;6;118;F;15;CEG KOULOUNDE
401885;AJ;;0;2;10;6;14;9;11;7;12;12;;19;147;M;21;CS EL FAROUK
401886;AJ;;0;6;13;3;11;7;11;2;11;10;16;;127;F;16;CEG KOULOUNDE
401887;ADM;PASS;1;7;13;5;16;9;11;8;9;15;;17;160;M;17;CPL FAHAM
401888;ADM;PASS;0;8;12;8;17;8;11;8;9;15;;17;164;M;17;CPL DAROUL COUR'AN
401889;ADM;PASS;1;8;11;9;12;10;8;10;12;12;;18;160;F;16;CEG KOULOUNDE
401890;ADM;PASS;0;6;12;4;16;8;16;10;16;14;;17;179;M;17;CS ISLAMIQUE DE SOKODE
401891;ADM;PASS;0;7;13;4;14;7;15;8;12;12;15;;160;M;18;CEG LE PHENIX
401892;ADM;BIEN;0;9;14;11;20;10;17;20;15;13;14;;230;M;17;CEG KOULOUNDE
401893;ADM;PASS;1;9;9;1;17;13;12;9;10;13;;19;160;M;15;CS ISLAMIQUE DE SOKODE
401894;ADM;PASS;0;11;11;2;17;10;16;6;13;15;16;;171;M;20;CEG KOULOUNDE
401895;ADM;PASS;0;9;13;5;18;7;18;8;11;10;;12;171;F;16;CEG LE PHENIX
401896;ADM;PASS;1;8;11;2;17;7;17;7;12;12;;14;161;M;15;CEG LE PHENIX
401897;AJ;;0;7;10;5;13;7;9;7;11;13;;15;139;F;16;CS ISLAMIQUE DE SOKODE
401898;AJ;;0;1;7;6;13;7;8;6;6;10;;17;112;M;18;CPL FAHAM
401899;AJ;;0;7;10;1;7;7;9;3;6;0;;13;96;M;16;CEG LE PHENIX
401900;AJ;;0;2;8;2;5;8;5;3;4;12;;13;77;M;21;CS ISLAMIQUE DE SOKODE
401901;ADM;PASS;0;6;13;8;16;11;17;4;9;15;;12;169;M;19;CEG LE PHENIX
401902;AJ;;0;9;12;3;11;6;14;1;5;10;;13;116;M;14;CEG LE PHENIX
401903;AJ;;0;2;12;7;11;9;11;3;10;13;;11;132;M;25;CEG KOULOUNDE
401904;AJ;;0;7;8;6;13;6;15;5;10;15;;18;143;M;20;CEG SALIMDE
401905;ADM;PASS;0;6;13;5;18;12;13;3;11;14;;13;163;M;17;CEG SALIMDE
401906;AJ;;0;5;11;1;6;11;6;2;10;10;;12;101;F;17;CEG KOULOUNDE
401907;AJ;;0;7;8;2;7;9;4;1;4;0;15;12;84;F;18;CEG KOULOUNDE
401908;AJ;;0;8;12;4;11;8;12;8;13;10;;18;149;F;19;CEG LE PHENIX
401909;ADM;PASS;0;6;14;8;19;11;13;10;8;10;;11;173;F;18;CS EL FAROUK
401910;AJ;;0;3;12;6;16;8;12;7;8;12;;11;144;M;16;CEG SALIMDE
401911;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;M;17;CEG KOULOUNDE
401912;ADM;PASS;0;7;16;9;17;14;12;9;11;11;;20;189;M;16;CS EL FAROUK
401913;AJ;;0;7;11;6;13;9;10;9;7;10;;16;142;F;15;CPL DAROUL COUR'AN
401914;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;M;16;CS ISLAMIQUE DE SOKODE
401915;ADM;PASS;0;4;11;3;19;6;15;8;12;13;;17;160;M;15;CEG KOULOUNDE
401916;AJ;;0;3;13;5;16;8;8;8;9;14;;17;146;M;21;CPL DAROUL COUR'AN
401917;AJ;;0;7;10;3;15;9;12;1;8;11;15;;129;M;16;CEG LE PHENIX
401918;AJ;;0;6;8;5;7;9;12;7;9;0;14;17;129;F;15;CPL FAHAM
401919;ADM;PASS;0;12;12;5;15;11;14;6;12;10;;20;167;F;20;CEG KOULOUNDE
401920;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;F;21;CEG KOULOUNDE
401921;AJ;;0;6;12;1;15;9;9;3;11;14;;20;135;M;15;CS ISLAMIQUE DE SOKODE
401922;AJ;;0;3;9;5;16;9;11;9;9;10;;15;144;F;18;CS ISLAMIQUE DE SOKODE
401923;AJ;;0;8;11;7;16;7;8;7;7;15;;17;144;F;17;CPL DAROUL COUR'AN
401924;ADM;PASS;1;9;13;9;18;8;10;8;7;12;;12;160;F;15;CPL DAROUL COUR'AN
401925;ADM;PASS;0;10;11;7;17;6;14;9;9;0;10;17;161;F;21;CEG KOULOUNDE
401926;ADM;PASS;0;6;17;4;18;9;12;8;12;12;;16;173;M;22;CEG KOULOUNDE
401927;ADM;ABIEN;0;14;13;5;18;10;19;10;12;0;19;19;198;F;16;CEG KOULOUNDE
401928;AJ;;0;5;13;4;15;8;9;5;12;10;;12;139;M;15;CS ISLAMIQUE DE SOKODE
401929;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;F;17;CEG LE PHENIX
401930;AJ;;0;6;12;2;15;8;8;6;10;10;;17;133;F;16;CPL FAHAM
401931;ADM;PASS;0;6;13;7;18;11;15;11;11;10;;20;183;F;15;CEG KOULOUNDE
401932;AJ;;0;1;7;1;12;5;5;1;7;0;10;12;79;M;20;CEG SALIMDE
401933;ADM;PASS;0;8;12;7;17;10;16;10;10;12;;18;179;F;17;CS EL FAROUK
401934;ADM;PASS;1;10;15;5;16;8;12;8;15;15;;15;179;F;20;CS ISLAMIQUE DE SOKODE
401935;AJ;;0;6;13;3;15;7;9;3;15;11;;19;142;F;16;CEG KOULOUNDE
401936;ADM;ABIEN;0;9;12;7;19;10;18;12;18;13;;13;207;F;15;CEG KOULOUNDE
401937;ADM;PASS;0;7;9;6;18;8;15;10;9;10;;17;162;F;15;CEG KOULOUNDE
401938;ADM;PASS;0;6;15;3;18;9;15;9;13;10;;15;175;F;17;CEG KOULOUNDE
401939;ADM;ABIEN;0;11;10;9;15;11;20;12;13;12;;14;197;F;18;CEG LE PHENIX
401940;ADM;PASS;0;9;12;7;15;8;15;7;12;15;;18;171;F;15;CEG KOULOUNDE
401941;AJ;;0;3;11;5;10;9;9;4;10;0;14;7;123;F;17;CEG SALIMDE
401942;AJ;;0;7;10;3;14;8;14;5;13;15;16;;151;M;20;CPL FAHAM
401943;AJ;;0;7;7;3;6;6;4;1;9;15;;19;89;F;19;CPL FAHAM
401944;AJ;;0;6;8;1;8;4;7;2;8;10;;14;86;F;15;CEG LE PHENIX
401945;AJ;;0;4;9;4;15;8;13;2;13;12;;19;139;F;15;CEG LE PHENIX
401946;ADM;PASS;1;5;11;6;17;9;16;7;9;10;;16;161;F;16;CEG KOULOUNDE
401947;AJ;;0;5;9;6;14;7;10;3;7;12;12;;121;M;22;CEG SALIMDE
401948;ADM;PASS;0;8;10;5;18;11;11;7;11;11;17;;160;F;15;CEG KOULOUNDE
401949;AJ;;0;3;10;5;13;5;10;3;11;15;;18;127;M;18;CEG KOULOUNDE
401950;ADM;PASS;1;7;10;8;13;10;13;8;10;15;;13;160;F;15;CS ISLAMIQUE DE SOKODE
401951;ADM;PASS;0;11;13;8;18;6;13;6;14;14;;20;176;M;18;CEG KOULOUNDE
401952;ADM;PASS;1;9;10;7;16;9;14;7;10;10;;17;161;F;18;CEG KOULOUNDE
401953;AJ;;0;1;9;5;12;7;5;1;10;11;16;;105;M;15;CPL FAHAM
401954;ADM;PASS;0;9;11;5;17;5;16;10;9;12;;16;162;F;15;CEG KOULOUNDE
401955;AJ;;0;8;11;3;13;2;11;6;7;11;;12;117;F;21;CEG SALIMDE
401956;ADM;PASS;0;11;12;8;17;8;12;10;10;10;;18;170;F;14;CEG KOULOUNDE
401957;AJ;;0;4;10;8;16;7;13;5;9;12;;18;147;M;13;CPL FAHAM
401958;ADM;ABIEN;0;9;12;13;20;7;18;14;11;13;;19;207;M;16;CEG KOULOUNDE
401959;AJ;;0;6;12;4;11;9;5;2;8;11;;15;114;F;15;CPL DAROUL COUR'AN
401960;AJ;;0;6;10;4;11;9;10;9;6;10;;15;129;M;15;CEG KOULOUNDE
401961;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;M;17;CPL DAROUL COUR'AN
401962;ADM;PASS;1;7;9;4;17;9;13;8;12;13;16;;160;M;18;CS ISLAMIQUE DE SOKODE
401963;AJ;;0;4;13;4;14;12;11;4;12;11;;18;150;M;19;CEG SALIMDE
401964;ADM;PASS;1;7;10;8;18;9;11;7;13;10;11;;161;M;15;CEG SALIMDE
401965;AJ;;0;2;9;4;8;7;6;4;10;10;;18;103;F;17;CS ISLAMIQUE DE SOKODE
401966;ADM;PASS;1;4;10;4;16;7;15;8;14;13;;14;160;M;17;CEG KOULOUNDE
401967;ADM;PASS;1;13;10;6;13;10;14;6;10;14;;16;161;M;18;CEG KOULOUNDE
401968;AJ;;0;7;8;2;13;8;5;3;8;10;;14;105;F;16;CEG KOULOUNDE
401969;AJ;;0;5;11;2;14;8;10;7;12;14;;15;142;F;16;CS ISLAMIQUE DE SOKODE
401970;ADM;PASS;0;10;11;8;15;6;17;8;8;15;;16;166;M;22;CS ISLAMIQUE DE SOKODE
401971;ADM;PASS;0;9;10;6;15;14;15;1;12;12;14;;161;F;17;CEG SALIMDE
401972;ADM;PASS;1;6;12;5;17;9;14;6;11;12;13;;160;F;15;CEG SALIMDE
401973;ADM;PASS;0;9;10;6;16;12;10;9;11;13;;0;160;F;15;CEG KOULOUNDE
401974;AJ;;0;5;11;2;11;8;9;3;7;15;16;;117;F;15;CEG SALIMDE
401975;ADM;ABIEN;0;8;14;5;16;13;16;13;15;11;;13;196;M;14;CEG KOULOUNDE
401976;ADM;ABIEN;0;11;15;7;19;11;19;15;16;10;;15;220;M;14;CEG KOULOUNDE
401977;ADM;ABIEN;10;16;14;3;19;15;17;10;13;10;18;;213;M;15;CEG KOULOUNDE
401978;ADM;PASS;14;7;11;3;16;6;18;6;10;10;;11;162;F;20;CEG LE PHENIX
401979;ADM;PASS;0;10;11;11;15;12;17;10;11;10;;15;189;M;17;CEG KOULOUNDE
401980;ADM;PASS;0;11;14;6;19;10;14;10;14;10;;13;188;F;15;CS ISLAMIQUE DE SOKODE
401981;ADM;PASS;0;5;11;5;17;14;17;10;13;15;;18;189;M;17;CEG KOULOUNDE
401982;ADM;PASS;6;10;12;9;16;6;16;15;9;10;;12;184;F;15;CEG KOULOUNDE
401983;ADM;PASS;0;7;10;6;16;11;16;11;10;12;14;;173;M;16;CEG KOULOUNDE
401984;ADM;PASS;0;10;14;8;16;10;12;9;10;13;;20;176;M;15;CEG KOULOUNDE
401985;ADM;PASS;0;4;10;5;18;9;14;10;9;12;18;;161;M;16;CEG KOULOUNDE
401986;ADM;PASS;0;5;9;7;14;11;15;10;8;13;;18;161;M;12;CEG KOULOUNDE
401987;ADM;PASS;0;6;13;5;14;10;16;12;12;15;;17;180;M;21;CEG KOULOUNDE
401988;ADM;PASS;0;5;14;10;18;9;11;10;9;10;;17;172;F;17;CEG KOULOUNDE
401989;AJ;;0;2;11;4;11;8;11;8;9;15;14;;135;M;22;CEG KOULOUNDE
401990;ADM;PASS;0;8;15;4;18;13;19;9;7;13;14;;185;M;16;CEG KOULOUNDE
401991;ADM;PASS;0;12;14;9;16;10;13;11;10;0;16;13;186;M;14;CEG KOULOUNDE
401992;ADM;PASS;1;8;12;8;12;7;12;9;11;15;;20;161;F;16;CPL DAROUL COUR'AN
401993;AJ;;0;9;10;5;12;9;9;7;9;10;;16;136;F;15;CEG KOULOUNDE
401994;AJ;;0;6;15;2;15;10;7;5;9;10;;16;137;F;19;CS ISLAMIQUE DE SOKODE
401995;ADM;PASS;0;10;12;8;16;10;15;10;9;0;18;17;180;F;15;CEG KOULOUNDE
401996;AJ;;0;7;11;7;11;9;8;8;11;13;;20;145;F;15;CEG KOULOUNDE
401997;AJ;;0;8;13;3;13;10;11;9;5;11;;17;142;F;14;CS ISLAMIQUE DE SOKODE
401998;AJ;;0;2;8;2;6;5;5;4;3;14;;13;75;M;20;CPL FAHAM
401999;AJ;;0;4;10;4;10;7;9;7;7;10;;17;117;F;20;CEG KOULOUNDE
402000;ADM;PASS;1;7;10;7;16;8;14;8;12;Inap.;13;;161;F;17;CEG LE PHENIX
402001;AJ;;0;2;10;2;8;6;5;4;4;11;;12;83;M;15;CEG SALIMDE
402002;ADM;PASS;0;10;12;3;18;10;16;11;12;13;;17;182;M;17;CEG KOULOUNDE
402003;ADM;PASS;1;8;10;8;16;8;11;9;9;15;;19;161;M;16;CPL DAROUL COUR'AN
402004;AJ;;0;7;11;2;9;9;11;3;11;13;;18;127;M;16;CPL FAHAM
402005;AJ;;0;2;11;6;13;9;9;8;13;13;;18;148;F;16;CS ISLAMIQUE DE SOKODE
402006;AJ;;0;5;10;3;15;7;7;1;8;13;;12;112;M;15;CEG KOULOUNDE
402007;AJ;;0;9;10;5;9;9;5;4;7;10;;17;112;F;19;CEG KOULOUNDE
402008;ADM;PASS;0;11;11;10;17;11;10;11;14;12;;18;186;M;15;CS EL FAROUK
402009;AJ;;0;5;8;5;17;6;15;8;11;11;;14;150;M;15;CEG SALIMDE
402010;AJ;;4;8;11;5;13;11;8;5;10;10;;16;143;F;17;CS EL FAROUK
402011;AJ;;0;5;9;5;7;7;7;2;8;10;;13;98;F;18;CS ISLAMIQUE DE SOKODE
402012;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;F;18;CS ISLAMIQUE DE SOKODE
402013;AJ;;0;5;8;3;14;9;14;2;9;13;;13;129;M;18;CPL FAHAM
402014;AJ;;6;8;13;5;11;8;13;6;8;12;14;;148;M;24;CEG SALIMDE
402015;AJ;;0;6;9;1;11;6;5;3;8;15;;12;99;F;17;CS ISLAMIQUE DE SOKODE
402016;ADM;PASS;0;4;11;8;16;9;15;11;13;15;;14;179;M;13;CEG SALIMDE
402017;AJ;;0;7;11;2;14;8;12;6;10;10;;14;137;M;14;CEG LE PHENIX
402018;ADM;PASS;0;6;14;8;17;10;17;10;11;14;;13;187;F;18;CS ISLAMIQUE DE SOKODE
402019;AJ;;0;5;12;2;13;11;14;6;9;14;15;;148;M;19;CEG LE PHENIX
402020;ADM;ABIEN;0;13;14;7;19;12;15;10;13;0;18;;198;F;15;CEG KOULOUNDE
402021;AJ;;0;2;10;1;7;7;10;3;4;10;;13;89;F;14;CEG LE PHENIX
402022;AJ;;0;1;8;9;17;7;12;6;12;10;;14;147;M;14;CPL FAHAM
402023;AJ;;0;2;10;4;15;6;11;11;6;0;16;13;136;M;18;CS EL FAROUK
402024;ADM;PASS;0;3;8;6;18;9;17;10;10;15;;17;169;M;15;CEG SALIMDE
402025;ADM;ABIEN;3;11;15;7;18;9;17;10;12;10;;16;195;M;17;CEG KOULOUNDE
402026;ADM;PASS;0;4;8;7;17;10;15;7;11;12;;15;161;M;15;CEG SALIMDE
402027;AJ;;0;9;7;5;18;7;10;7;10;13;;15;145;M;14;CPL DAROUL COUR'AN
402028;AJ;;0;2;9;7;15;8;14;9;10;10;;13;149;F;19;CS ISLAMIQUE DE SOKODE
402029;ADM;PASS;0;7;15;6;20;8;13;7;10;14;;15;174;M;15;CEG KOULOUNDE
402030;ADM;PASS;0;8;10;7;18;9;12;7;13;12;;12;164;M;18;CEG KOULOUNDE
402031;AJ;;0;9;7;4;18;9;5;5;6;0;16;13;125;F;19;CEG KOULOUNDE
402032;AJ;;0;5;10;4;12;10;9;7;12;15;;14;142;M;15;CS EL FAROUK
402033;AJ;;0;7;8;4;18;7;14;6;13;10;;14;151;F;16;CEG KOULOUNDE
402034;ADM;PASS;8;8;10;3;20;8;14;10;10;15;17;0;176;M;15;CPL DAROUL COUR'AN
402035;ADM;PASS;1;9;11;6;16;8;13;8;10;11;16;;160;M;16;CEG KOULOUNDE
402036;ADM;PASS;0;6;10;6;14;8;12;11;12;15;;18;162;F;16;CEG KOULOUNDE
402037;AJ;;0;6;10;5;18;7;13;6;8;13;;17;148;F;16;CS ISLAMIQUE DE SOKODE
402038;AJ;;0;8;12;9;12;11;8;8;7;10;;15;147;F;16;CPL DAROUL COUR'AN
402039;AJ;;0;4;8;3;11;10;8;4;8;12;;15;115;F;18;CEG KOULOUNDE
402040;ADM;ABIEN;0;12;10;8;20;10;14;13;17;13;16;;204;M;15;CEG KOULOUNDE
402041;AJ;;0;8;9;6;12;11;10;5;7;10;;17;133;M;14;CPL DAROUL COUR'AN
402042;AJ;;0;4;8;5;16;8;12;7;8;14;;13;139;F;19;CEG SALIMDE
402043;AJ;;0;8;8;5;11;7;12;7;9;13;12;;131;M;17;CEG LE PHENIX
402044;AJ;;0;5;5;5;12;8;5;8;5;14;;15;110;M;22;CEG KOULOUNDE
402045;ADM;PASS;0;10;12;8;17;9;15;7;12;10;;16;175;F;15;CEG KOULOUNDE
402046;AJ;;0;6;8;1;6;4;5;2;4;12;;17;73;F;17;CPL FAHAM
402047;AJ;;0;6;10;4;12;4;5;4;8;12;;17;107;F;14;CPL FAHAM
402048;ADM;PASS;1;5;8;5;17;10;15;7;11;13;;15;160;M;19;CEG LE PHENIX
402049;AJ;;0;7;11;2;16;7;10;6;13;15;;18;147;M;19;CS ISLAMIQUE DE SOKODE
402050;AJ;;0;9;10;1;16;7;11;5;9;10;;17;132;F;17;CEG KOULOUNDE
402051;AJ;;0;7;11;7;16;7;11;7;9;10;;15;148;F;14;CS ISLAMIQUE DE SOKODE
402052;ADM;ABIEN;0;9;17;9;19;10;14;10;13;12;;15;200;F;16;CPL FAHAM
402053;AJ;;0;7;8;2;14;7;7;3;9;0;15;15;117;F;16;CPL FAHAM
402054;ADM;ABIEN;1;13;11;9;18;9;17;14;13;10;;18;201;M;16;CEG KOULOUNDE
402055;AJ;;0;8;12;7;14;7;6;4;8;13;;11;128;M;18;CEG SALIMDE
402056;AJ;;0;6;8;3;16;5;10;7;12;12;;16;135;M;19;CEG SALIMDE
402057;AJ;;0;6;6;5;17;10;12;6;10;15;;16;148;M;18;CEG SALIMDE
402068;AJ;;0;5;10;6;14;8;10;6;12;15;;17;147;M;15;CPL DAROUL COUR'AN
402069;ADM;PASS;0;7;12;3;17;8;15;5;15;14;;13;164;F;19;CS ISLAMIQUE DE SOKODE
402070;ADM;PASS;0;4;9;4;16;6;14;9;16;0;16;13;160;M;16;CPL FAHAM
402071;AJ;;0;4;9;3;15;11;7;7;11;15;;18;140;F;20;CEG KOULOUNDE
402072;AJ;;0;7;9;4;14;12;12;4;12;15;;17;151;F;15;CEG KOULOUNDE
402073;ADM;PASS;0;10;9;5;18;11;15;9;16;15;;19;186;M;13;CS ISLAMIQUE DE SOKODE
402074;AJ;;0;6;10;5;13;9;6;7;17;11;;14;145;M;16;CPL DAROUL COUR'AN
402075;AJ;;0;3;9;4;14;9;10;8;11;12;;16;140;F;14;CS ISLAMIQUE DE SOKODE
402076;AJ;;0;8;10;6;10;9;6;7;9;12;;16;129;F;18;CEG KOULOUNDE
402077;ADM;ABIEN;0;10;12;8;18;11;16;6;16;15;16;;194;F;14;CEG KOULOUNDE
402078;ADM;PASS;0;6;9;3;13;12;14;8;15;13;;19;162;F;16;CPL DAROUL COUR'AN
402079;AJ;;0;2;9;3;15;10;10;9;14;12;17;;149;M;19;CEG LE PHENIX
402080;ADM;PASS;0;5;12;10;15;12;12;12;18;13;0;;190;M;18;CEG SALIMDE
402081;AJ;;0;10;11;6;17;8;6;6;11;11;;17;146;M;13;CPL DAROUL COUR'AN
402082;ADM;PASS;1;7;10;8;13;10;13;8;12;10;;17;161;F;13;CEG KOULOUNDE
402083;AJ;;0;5;11;1;14;9;8;4;10;15;16;;129;F;13;CEG KOULOUNDE
402084;ADM;PASS;0;9;12;10;17;11;12;8;10;10;;19;174;M;17;CEG KOULOUNDE
402085;ADM;ABIEN;0;13;11;14;17;14;14;7;14;11;;17;201;M;18;CPL DAROUL COUR'AN
402086;AJ;;0;6;7;1;11;6;5;5;9;10;;19;99;F;20;CPL FAHAM
402087;ADM;PASS;0;11;9;6;14;11;14;10;13;11;;17;171;F;19;CS ISLAMIQUE DE SOKODE
402088;AJ;;0;5;10;4;15;7;11;6;13;10;;16;142;F;22;CEG KOULOUNDE
402089;AJ;;0;7;9;3;11;7;6;3;8;10;;17;106;F;18;CEG KOULOUNDE
402090;ADM;PASS;0;5;11;3;16;10;15;9;16;11;;14;170;F;13;CS ISLAMIQUE DE SOKODE
402091;AJ;;0;6;7;6;9;8;14;8;13;15;;14;145;M;15;CPL FAHAM
402092;AJ;;0;8;7;3;12;7;7;5;10;11;;15;116;M;15;CS ISLAMIQUE DE SOKODE
402093;AJ;;0;4;10;2;14;11;5;7;9;13;;14;127;F;15;CEG LE PHENIX
402094;ADM;PASS;0;8;12;8;16;12;14;12;9;10;;19;179;M;17;CS EL FAROUK
402095;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;F;18;CPL DAROUL COUR'AN
402096;ADM;PASS;0;6;11;7;13;10;16;11;10;10;;13;165;F;16;CEG LE PHENIX
402097;ADM;PASS;1;6;14;5;13;10;9;9;13;12;;15;160;M;16;CEG KOULOUNDE
402098;ADM;PASS;0;4;11;7;15;10;14;10;11;11;;18;166;F;17;CEG LE PHENIX
402099;ADM;PASS;8;10;13;4;16;15;12;7;15;12;;17;189;M;15;CEG KOULOUNDE
402100;ADM;PASS;0;9;11;5;14;11;12;12;14;13;;15;175;F;20;CS ISLAMIQUE DE SOKODE
402101;ADM;PASS;1;9;11;9;16;11;7;11;8;10;;15;161;F;15;CPL DAROUL COUR'AN
402102;ADM;PASS;2;8;12;5;17;13;13;5;11;11;;18;168;F;17;CPL FAHAM
402103;ADM;BIEN;1;13;10;13;16;14;19;19;12;10;;16;225;M;16;CEG KOULOUNDE
402104;ADM;PASS;0;7;10;7;18;10;13;12;11;15;;16;179;F;15;CEG KOULOUNDE
402105;AJ;;0;1;9;2;11;9;4;5;4;11;;;90;F;16;CEG SALIMDE
402106;ADM;PASS;0;10;11;8;17;9;8;10;12;13;;17;168;M;16;CPL DAROUL COUR'AN
402107;ADM;PASS;0;13;12;5;14;10;10;12;12;10;;15;168;F;18;CS ISLAMIQUE DE SOKODE
402108;AJ;;0;3;12;1;12;9;6;1;9;10;;17;108;F;16;CEG KOULOUNDE
402109;ADM;PASS;1;6;10;10;15;8;10;12;11;10;;12;161;F;16;CEG KOULOUNDE
402110;ADM;ABIEN;15;14;12;7;19;11;15;12;14;10;;17;214;F;15;CPL DAROUL COUR'AN
402111;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;F;19;CS ISLAMIQUE DE SOKODE
402112;ADM;BIEN;7;18;14;8;17;14;17;11;18;10;;13;226;M;15;CEG KOULOUNDE
402113;ADM;PASS;0;5;14;4;17;8;14;8;15;11;;18;171;M;14;CPL FAHAM
402114;AJ;;0;6;8;2;15;8;5;6;12;10;;16;123;F;15;CEG KOULOUNDE
402115;ADM;BIEN;0;11;14;11;20;13;18;16;16;12;;15;234;M;16;CEG KOULOUNDE
402116;ADM;PASS;0;9;12;4;14;10;11;10;16;13;;16;171;M;17;CEG KOULOUNDE
402117;ADM;PASS;0;7;10;5;17;10;15;8;11;15;;0;164;M;17;CEG KOULOUNDE
402118;AJ;;0;6;11;3;12;6;13;7;11;13;;16;140;F;14;CS EL FAROUK
402119;ADM;PASS;5;9;14;5;16;11;17;5;9;14;;15;177;M;15;CEG LE PHENIX
402120;AJ;;0;3;11;4;5;3;6;4;14;15;0;;102;M;15;CEG LE PHENIX
402121;ADM;PASS;0;11;13;6;16;8;17;10;12;13;;20;183;M;20;CEG KOULOUNDE
402122;ADM;ABIEN;0;13;13;12;19;11;19;7;14;10;;17;208;F;16;CEG KOULOUNDE
402123;AJ;;0;4;12;3;14;9;14;3;11;11;;10;137;M;16;CEG LE PHENIX
402124;AJ;;0;8;11;1;8;6;9;1;8;Inap.;;;96;F;17;CEG LE PHENIX
402125;AJ;;0;3;11;2;8;11;6;2;12;12;;15;114;F;20;CEG SALIMDE
402126;ADM;PASS;0;11;14;4;14;10;14;6;16;10;;;167;F;16;CEG LE PHENIX
402127;AJ;;0;5;8;5;11;6;9;2;6;15;;17;109;M;19;CPL DAROUL COUR'AN
402128;ADM;PASS;1;6;10;7;16;7;16;9;9;10;17;;160;F;15;CEG KOULOUNDE
402129;ADM;PASS;1;11;13;5;13;9;11;5;18;10;;11;161;M;15;CS ISLAMIQUE DE SOKODE
402130;AJ;;0;3;12;3;13;10;10;4;11;10;;14;133;F;19;CEG KOULOUNDE
402131;ADM;PASS;0;11;13;5;13;12;12;13;11;10;;16;174;F;15;CS ISLAMIQUE DE SOKODE
402132;ADM;PASS;1;6;13;6;17;8;13;5;10;14;;15;160;M;20;CEG LE PHENIX
402133;AJ;;0;2;9;2;7;8;7;2;11;13;;8;97;F;16;CEG SALIMDE
402134;ADM;PASS;0;7;13;4;17;11;16;4;12;10;;17;166;F;14;CEG LE PHENIX
402135;AJ;;0;6;11;5;7;10;10;5;11;10;;18;129;F;13;CS EL FAROUK
402136;ADM;ABIEN;0;6;13;12;18;10;20;11;14;12;;18;209;M;16;CEG KOULOUNDE
402137;ADM;ABIEN;0;9;13;13;19;10;18;15;13;12;;19;218;M;15;CEG KOULOUNDE
402138;AJ;;0;4;11;6;14;10;14;6;10;11;;;147;M;15;CEG LE PHENIX
402139;AJ;;2;11;10;5;12;7;8;3;12;11;;16;133;M;18;CS ISLAMIQUE DE SOKODE
402140;AJ;;0;4;9;7;7;4;10;2;11;10;;11;105;M;17;CS ISLAMIQUE DE SOKODE
402141;AJ;;0;7;15;1;15;8;11;3;11;13;;19;143;F;19;CEG SALIMDE
402142;AJ;;0;6;11;2;10;10;6;4;8;15;;16;118;M;15;CEG KOULOUNDE
402143;AJ;;0;9;12;2;10;10;8;2;9;15;;16;125;M;15;CEG KOULOUNDE
402144;AJ;;0;8;11;1;11;9;6;1;11;10;;19;113;F;16;CEG KOULOUNDE
402145;ADM;ABIEN;9;14;17;6;16;15;11;7;13;0;18;15;203;F;15;CEG KOULOUNDE
402146;AJ;;0;7;10;3;7;8;9;2;11;10;;15;112;F;16;CEG SALIMDE
402147;ADM;BIEN;0;9;15;15;18;16;17;15;12;10;;15;230;M;15;CPL FAHAM
402148;AJ;;0;2;14;3;9;7;8;4;7;13;;15;114;M;18;CS ISLAMIQUE DE SOKODE
402149;AJ;;0;5;12;6;13;9;11;7;4;11;;17;135;M;22;CEG KOULOUNDE
402150;ADM;ABIEN;0;8;13;6;18;10;17;12;15;13;;15;198;M;20;CEG KOULOUNDE
402151;AJ;;0;7;10;2;11;6;10;2;8;15;;16;115;M;18;CS ISLAMIQUE DE SOKODE
402152;ADM;PASS;0;5;9;6;18;9;15;7;11;11;18;;161;M;22;CEG KOULOUNDE
402153;AJ;;0;5;9;6;17;6;11;2;10;10;13;;130;F;13;CEG KOULOUNDE
402154;ADM;ABIEN;0;7;11;7;20;11;17;10;13;13;17;;193;M;14;CEG SALIMDE
402155;ADM;PASS;0;11;13;4;17;8;13;8;13;14;18;;172;M;17;CEG KOULOUNDE
402156;AJ;;0;8;8;1;13;8;6;6;11;15;;15;124;F;18;CS ISLAMIQUE DE SOKODE
402157;AJ;;0;6;9;3;11;5;11;6;9;11;;14;119;M;14;CPL FAHAM
402158;ADM;PASS;0;10;10;6;16;9;15;7;13;15;14;;171;F;18;CEG KOULOUNDE
